Rating,Review_title,Review_comment,Hotel_site,Sentiment_score,Sentiment,Review,Topic,Topic_Label
5,Exceptional,amazing location star customer service,Arba Minch,0.5859,Positive,Exceptional amazing location star customer service,1,Staff Helpfulness and Service
5,Excellent Service!,breakfast great treatment care shown staff phenomenon nice hotel closer lake overall everything great,Arba Minch,0.9349,Positive,Excellent Service! breakfast great treatment care shown staff phenomenon nice hotel closer lake overall everything great,0,Room Quality and Comfort
4,"Amazing service, good facilities and good staff ensured my stay was enjoyable.",staff provided exceptional service entire experience pleasant including food facility amazing pool not working time bummer entire stay ended going swim paradise lodge,Arba Minch,0.9258,Positive,"Amazing service, good facilities and good staff ensured my stay was enjoyable. staff provided exceptional service entire experience pleasant including food facility amazing pool not working time bummer entire stay ended going swim paradise lodge",4,Food Quality and Dining Experience
4,It was very great.,everything perfect expected room forest pool side view not,Arba Minch,0.5719,Positive,It was very great. everything perfect expected room forest pool side view not,4,Food Quality and Dining Experience
4,Very good,view food quality room without working phone call reception,Arba Minch,0,Positive,Very good view food quality room without working phone call reception,3,Scenic Views and Surroundings
4,Superb,fair enough,Arba Minch,0.3182,Positive,Superb fair enough,5,Service Efficiency and Professionalism
4,Out of town escapade to unwind,location ambience nothing negative particular,Arba Minch,0.4585,Positive,Out of town escapade to unwind location ambience nothing negative particular,1,Staff Helpfulness and Service
5,Amazing,loved resort everyone nice friendly room super clean view resort super gorgeous food good wifi bit spotty slow everything else great,Arba Minch,0.9854,Positive,Amazing loved resort everyone nice friendly room super clean view resort super gorgeous food good wifi bit spotty slow everything else great,3,Scenic Views and Surroundings
3,Good,lovely location comfortable room waiter restaurant seemed try hard sweet service rather slow,Arba Minch,0.8658,Positive,Good lovely location comfortable room waiter restaurant seemed try hard sweet service rather slow,4,Food Quality and Dining Experience
3,Good,beautiful location view wildlife gym limited activity terrible internet,Arba Minch,-0.0258,Neutral,Good beautiful location view wildlife gym limited activity terrible internet,5,Service Efficiency and Professionalism
2,Disappointing,disappointed reseved bed side lake see nothing veiw,Arba Minch,-0.4767,Negative,Disappointing disappointed reseved bed side lake see nothing veiw,5,Service Efficiency and Professionalism
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Superb,superb,Arba Minch,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Superb,superb,Arba Minch,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Arba Minch,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Arba Minch,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Superb,superb,Arba Minch,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
2,Passable,passable,Arba Minch,0,Negative,Passable passable,0,Room Quality and Comfort
3,Good,good,Arba Minch,0.4404,Neutral,Good good,2,Reception and Check-In Experience
3,Pleasant,pleasant,Arba Minch,0.5106,Neutral,Pleasant pleasant,0,Room Quality and Comfort
3,Pleasant,pleasant,Arba Minch,0.5106,Neutral,Pleasant pleasant,0,Room Quality and Comfort
3,Good,good,Arba Minch,0.4404,Neutral,Good good,2,Reception and Check-In Experience
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Arba Minch,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Superb,superb,Arba Minch,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Arba Minch,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Superb,superb,Arba Minch,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Arba Minch,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Very good,good,Arba Minch,0.4404,Positive,Very good good,2,Reception and Check-In Experience
5,Exceptional,clean hotel also staff nice friendly great experience room beautiful comfortable,Gondar,0.9638,Positive,Exceptional clean hotel also staff nice friendly great experience room beautiful comfortable,1,Staff Helpfulness and Service
4,A pleasant experience,excellent hotel staff not enough shuttle pick make way seemed reluctant pick called,Gondar,0.4019,Positive,A pleasant experience excellent hotel staff not enough shuttle pick make way seemed reluctant pick called,1,Staff Helpfulness and Service
4,Really was a new feeling,view stuff facility food not much,Gondar,0,Positive,Really was a new feeling view stuff facility food not much,3,Scenic Views and Surroundings
4,My stay was comfortable.,breakfast good staff courteous room need exterminator bug bathroom resort need renovation repair work,Gondar,0.7351,Positive,My stay was comfortable. breakfast good staff courteous room need exterminator bug bathroom resort need renovation repair work,4,Food Quality and Dining Experience
4,Very good,like view front hotel time water time light,Gondar,0.3612,Positive,Very good like view front hotel time water time light,4,Food Quality and Dining Experience
3,"Probably the best choice in the town, but with its own issues",service really excellent staff trained greet smile guest creates really good ambience one non apparent advantage hotel electricity generator help lot power shortage city quite common view window hard beat room facing city course need double checked general many official un alike delegation hosted hotel also sign relative quality general cleanliness room average especially regard bed sheet laundry simply left unattended room problem drying machine phone room not functioning elevator go reception considerable drawback given city altitude,Gondar,0.9133,Positive,"Probably the best choice in the town, but with its own issues service really excellent staff trained greet smile guest creates really good ambience one non apparent advantage hotel electricity generator help lot power shortage city quite common view window hard beat room facing city course need double checked general many official un alike delegation hosted hotel also sign relative quality general cleanliness room average especially regard bed sheet laundry simply left unattended room problem drying machine phone room not functioning elevator go reception considerable drawback given city altitude",4,Food Quality and Dining Experience
4,Very good,best breakfast ethiopia found western standard leaking bathtub room,Gondar,0.6369,Positive,Very good best breakfast ethiopia found western standard leaking bathtub room,4,Food Quality and Dining Experience
0,Worst experience in Ethiopia. Don't ever stay there!,booked hotel advertise swimming pool problem constant cleaning maintenance not available use even though staff promise available following day room cold shower water not go restaurant never get topping pizza summery asked discount bill due inconvenience refused,Gondar,-0.6249,Negative,Worst experience in Ethiopia. Don't ever stay there! booked hotel advertise swimming pool problem constant cleaning maintenance not available use even though staff promise available following day room cold shower water not go restaurant never get topping pizza summery asked discount bill due inconvenience refused,1,Staff Helpfulness and Service
2,"May be the best hotel in Gondar, just consider standards are different from other places",wifi often saturated not allow connection breakfast looked stale shower drain clogged bathroom not flush properly bed linen felt cheap,Gondar,-0.1695,Negative,"May be the best hotel in Gondar, just consider standards are different from other places wifi often saturated not allow connection breakfast looked stale shower drain clogged bathroom not flush properly bed linen felt cheap",0,Room Quality and Comfort
5,I am very happy,good customer service,Gondar,0.4404,Positive,I am very happy good customer service,3,Scenic Views and Surroundings
4,Superb,happy quality accommodation airport pickup,Gondar,0.5719,Positive,Superb happy quality accommodation airport pickup,3,Scenic Views and Surroundings
4,Superb,good location main site nice friendly staff appreciated airport shuttle pleasant room,Gondar,0.9382,Positive,Superb good location main site nice friendly staff appreciated airport shuttle pleasant room,0,Room Quality and Comfort
5,Amazing,amazing hotel great location gondar room clean strong wifi hot water also nice pool breakfast buffet huge dinner restaurant delicious reception staff absolutely fantastic organised tour castle gondar hiking simien mountain even early bus tsebri highly recommend haile resort,Gondar,0.9824,Positive,Amazing amazing hotel great location gondar room clean strong wifi hot water also nice pool breakfast buffet huge dinner restaurant delicious reception staff absolutely fantastic organised tour castle gondar hiking simien mountain even early bus tsebri highly recommend haile resort,3,Scenic Views and Surroundings
2,Disappointing,hotel situated good location check process smooth foul smell coming bathroom space look well overdue renovation crack wall damaged door etc checkout experience horrible due inefficient system,Gondar,-0.34,Negative,Disappointing hotel situated good location check process smooth foul smell coming bathroom space look well overdue renovation crack wall damaged door etc checkout experience horrible due inefficient system,5,Service Efficiency and Professionalism
0,Do not go to haile gondar!!!!,hotel facility bad not fit name brand,Gondar,-0.6818,Negative,Do not go to haile gondar!!!! hotel facility bad not fit name brand,3,Scenic Views and Surroundings
2,Disappointing,really tasty food coffee really nicely decorated room traditional coffee friendly staff think place highly overrated presented one best country recommended rather disappointing not sure haile resort part country one not good price better maintenance needed room water kettle make tea room missing much cheaper hotel dent wall cable sticking light room flickering table lamp not working unpleasant experience hotel staff cleaning lady came knock door partner opened not explain english came walked room laying bed half naked half sleeping turned light hit switch room left without word word still quite shocked never happen please make sure not also aware swimming pool resort apparently also open public not guest crowded moreover bed pool also half broken not comfortable maintenance needed many thing wrong unfortunately need give low score place cant recommend place stay gonder,Gondar,-0.9355,Negative,Disappointing really tasty food coffee really nicely decorated room traditional coffee friendly staff think place highly overrated presented one best country recommended rather disappointing not sure haile resort part country one not good price better maintenance needed room water kettle make tea room missing much cheaper hotel dent wall cable sticking light room flickering table lamp not working unpleasant experience hotel staff cleaning lady came knock door partner opened not explain english came walked room laying bed half naked half sleeping turned light hit switch room left without word word still quite shocked never happen please make sure not also aware swimming pool resort apparently also open public not guest crowded moreover bed pool also half broken not comfortable maintenance needed many thing wrong unfortunately need give low score place cant recommend place stay gonder,4,Food Quality and Dining Experience
0,Disappointing,food suck bathroom smell shower not work,Gondar,-0.4404,Negative,Disappointing food suck bathroom smell shower not work,3,Scenic Views and Surroundings
5,Great for the stay and city exploration,new clean comfortable,Gondar,0.7184,Positive,Great for the stay and city exploration new clean comfortable,1,Staff Helpfulness and Service
5,Exceptional,solid stay gondar helpful staff comfortable clean room,Gondar,0.8555,Positive,Exceptional solid stay gondar helpful staff comfortable clean room,1,Staff Helpfulness and Service
2,Disappointing,location noisy thing worked,Gondar,-0.1779,Negative,Disappointing location noisy thing worked,5,Service Efficiency and Professionalism
0,They refused to respond my phone calls.,drive shoot phone,Gondar,-0.34,Negative,They refused to respond my phone calls. drive shoot phone,3,Scenic Views and Surroundings
4,Very good,good,Gondar,0.4404,Positive,Very good good,2,Reception and Check-In Experience
3,Pleasant,pleasant,Gondar,0.5106,Neutral,Pleasant pleasant,0,Room Quality and Comfort
4,Very good,good,Gondar,0.4404,Positive,Very good good,2,Reception and Check-In Experience
2,Disappointing,disappointing,Gondar,-0.4939,Negative,Disappointing disappointing,5,Service Efficiency and Professionalism
4,Superb,superb,Gondar,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Superb,superb,Gondar,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Superb,superb,Gondar,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
5,Exceptional,exceptional,Gondar,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Superb,superb,Gondar,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Superb,superb,Gondar,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Superb,superb,Gondar,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Superb,superb,Gondar,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
5,Exceptional,exceptional,Gondar,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Gondar,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Superb,superb,Gondar,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
2,Passable,passable,Gondar,0,Negative,Passable passable,0,Room Quality and Comfort
1,Poor,poor,Gondar,-0.4767,Negative,Poor poor,0,Room Quality and Comfort
4,Very good,good,Gondar,0.4404,Positive,Very good good,2,Reception and Check-In Experience
3,Good,good,Gondar,0.4404,Neutral,Good good,2,Reception and Check-In Experience
4,Very good,good,Gondar,0.4404,Positive,Very good good,2,Reception and Check-In Experience
3,Good,good,Gondar,0.4404,Neutral,Good good,2,Reception and Check-In Experience
4,Superb,superb,Gondar,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
5,Exceptional,exceptional,Gondar,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Superb,superb,Gondar,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
2,Passable,passable,Gondar,0,Negative,Passable passable,0,Room Quality and Comfort
0,Bad,bad,Gondar,-0.5423,Negative,Bad bad,5,Service Efficiency and Professionalism
4,Very good,one best hotel gondar staff not speak much english popular event place local need expect noise,Gondar,0.7906,Positive,Very good one best hotel gondar staff not speak much english popular event place local need expect noise,3,Scenic Views and Surroundings
5,Exceptional,excellent room,Gondar,0.5719,Positive,Exceptional excellent room,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Gondar,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Gondar,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Very good,staff friendly lot make feel comfortable,Gondar,0.7579,Positive,Very good staff friendly lot make feel comfortable,0,Room Quality and Comfort
5,Exceptional,attentive staff,Gondar,0,Positive,Exceptional attentive staff,1,Staff Helpfulness and Service
5,Very good hotel but expensive,good hotel ethiopian standard friendly helpful staff clean large room decent tv bathroom need renovated hot shower wifi work router installed front room fridge hardly cool kettle room breakfast plentiful ethiopia also includes western dish egg dish fruit bread unfortunately price high,Gondar,0.8809,Positive,Very good hotel but expensive good hotel ethiopian standard friendly helpful staff clean large room decent tv bathroom need renovated hot shower wifi work router installed front room fridge hardly cool kettle room breakfast plentiful ethiopia also includes western dish egg dish fruit bread unfortunately price high,4,Food Quality and Dining Experience
5,Exceptional,went wife great experience,Gondar,0.6249,Positive,Exceptional went wife great experience,1,Staff Helpfulness and Service
1,Poor,poor,Gondar,-0.4767,Negative,Poor poor,0,Room Quality and Comfort
3,Good,good,Gondar,0.4404,Neutral,Good good,2,Reception and Check-In Experience
3,Good,hotel pretty worn condition quite hot night average restaurant nice thing pool please note not restricted hotel guest arrived sunday completely full day user summary hotel pretty average pool nice,Gondar,0.9229,Positive,Good hotel pretty worn condition quite hot night average restaurant nice thing pool please note not restricted hotel guest arrived sunday completely full day user summary hotel pretty average pool nice,1,Staff Helpfulness and Service
4,International style accommodation in Gondar,hotel clean staff helpful pool look good however not use breakfast many choice including western dish compared ethiopia bed comfortable towel great specifically not close bathroom door shower not comfortable operate working wifi room unless stood door,Gondar,0.959,Positive,International style accommodation in Gondar hotel clean staff helpful pool look good however not use breakfast many choice including western dish compared ethiopia bed comfortable towel great specifically not close bathroom door shower not comfortable operate working wifi room unless stood door,2,Reception and Check-In Experience
5,Exceptional,excellent view gondar surrounding mountain staff attenetive friendly room clean nicely appointed,Gondar,0.91,Positive,Exceptional excellent view gondar surrounding mountain staff attenetive friendly room clean nicely appointed,1,Staff Helpfulness and Service
5,Great option at the more luxurious end in Gondar,relatively expensive good option gondar conveniently placed beautiful setting benefit slick comfortable restaurant premise outside terrace great evening drink watching sun set gondar planning hike simiens book return night resort store luggage free also upgraded junior suite without particular reason ascertain water pressure not great shower think gondar hotel staff great warm friendly engaged bit tired roughing make nice change pace western standard affordable price,Gondar,0.9874,Positive,Great option at the more luxurious end in Gondar relatively expensive good option gondar conveniently placed beautiful setting benefit slick comfortable restaurant premise outside terrace great evening drink watching sun set gondar planning hike simiens book return night resort store luggage free also upgraded junior suite without particular reason ascertain water pressure not great shower think gondar hotel staff great warm friendly engaged bit tired roughing make nice change pace western standard affordable price,2,Reception and Check-In Experience
3,Good,good,Gondar,0.4404,Neutral,Good good,2,Reception and Check-In Experience
4,Very good,good,Gondar,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Comfortable stay,stayed simien mountain bike service great include complimentary airport pick drop room stayed comfortable everything needed dark though sun go lighting not good wifi terrible room though get standing right door better go outside lobby use inconvenient time stay went back gondar,Gondar,0.8735,Positive,Comfortable stay stayed simien mountain bike service great include complimentary airport pick drop room stayed comfortable everything needed dark though sun go lighting not good wifi terrible room though get standing right door better go outside lobby use inconvenient time stay went back gondar,1,Staff Helpfulness and Service
5,Highly recommended without a doubt.,detail fruit tray upon arrival comfortable room fridge kettle excellent breakfast view room great highly recommended staff attentive,Gondar,0.9216,Positive,Highly recommended without a doubt. detail fruit tray upon arrival comfortable room fridge kettle excellent breakfast view room great highly recommended staff attentive,4,Food Quality and Dining Experience
5,Exceptional,exceptional,Gondar,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
2,Fair,bad check experience towel provided ask time course hour got bedsheets also damp not changed hour asked bathroom ventilation system awful smell toilet cigarette smoke neighbouring room room wall paper thin sandwiched noisy family guy tv full blast past reported reception lack ventilation room became incredibly hot morning kettle room lift elevator property either phone not work contact number sheet provided calling reception quickly lack conveniently placed power socket room free airport transfer helpful however wifi decent breakfast not bad,Gondar,-0.8563,Negative,Fair bad check experience towel provided ask time course hour got bedsheets also damp not changed hour asked bathroom ventilation system awful smell toilet cigarette smoke neighbouring room room wall paper thin sandwiched noisy family guy tv full blast past reported reception lack ventilation room became incredibly hot morning kettle room lift elevator property either phone not work contact number sheet provided calling reception quickly lack conveniently placed power socket room free airport transfer helpful however wifi decent breakfast not bad,1,Staff Helpfulness and Service
4,Very good,view castle good location quite near centre town property nice swimming pool functional least visit restaurant wide choice pretty good,Gondar,0.8957,Positive,Very good view castle good location quite near centre town property nice swimming pool functional least visit restaurant wide choice pretty good,5,Service Efficiency and Professionalism
4,Very good,provided excellent guide breakfast good dinner inedible also ethiopian seated next eating traditional ethiopian food said barely ok stay hotel part not eat anything except breakfast recommendation,Gondar,0.818,Positive,Very good provided excellent guide breakfast good dinner inedible also ethiopian seated next eating traditional ethiopian food said barely ok stay hotel part not eat anything except breakfast recommendation,3,Scenic Views and Surroundings
5,Exceptional,nice hotel clean well located town close everything varied breakfast attentive staff,Gondar,0.765,Positive,Exceptional nice hotel clean well located town close everything varied breakfast attentive staff,0,Room Quality and Comfort
5,Exceptional,exceptional,Gondar,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Very good,like big room gave u unfortunately hot tub room not worked also amenity said dry wet sauna gym pool yet moment pool wanted enjoy dry sauna,Gondar,0.5106,Positive,Very good like big room gave u unfortunately hot tub room not worked also amenity said dry wet sauna gym pool yet moment pool wanted enjoy dry sauna,5,Service Efficiency and Professionalism
4,Very good,good hotel spa sauna not working month advertised booked,Gondar,0.4404,Positive,Very good good hotel spa sauna not working month advertised booked,2,Reception and Check-In Experience
5,Fully recommend,day enjoy time much hotel staff kind helpful room clean well equiped even hair conditiiner hairdryer cold drink,Gondar,0.9217,Positive,Fully recommend day enjoy time much hotel staff kind helpful room clean well equiped even hair conditiiner hairdryer cold drink,0,Room Quality and Comfort
4,"Wonderful staff, but a bit maintanance required",staff wonderful usual ethiopia wifi signal weak room connect corridor lighting room insufficient socket not work mosquito net breakfast ok elevator not big deal issue others location good quite close four sister restaurant not far away castle,Gondar,0.7096,Positive,"Wonderful staff, but a bit maintanance required staff wonderful usual ethiopia wifi signal weak room connect corridor lighting room insufficient socket not work mosquito net breakfast ok elevator not big deal issue others location good quite close four sister restaurant not far away castle",4,Food Quality and Dining Experience
5,Where 5+ star hotel experience exists,haile resort hawassa great choice anyone value cleanliness friendliness professional service resort well maintained spotless room facility staff courteous attentive efficient making sure every guest feel welcome satisfied service excellent check check everything resort also lot amenity pool spa gym restaurant location ideal close lake city center fantastic time haile resort hawassa definitely stay gem place ethiopia,Hawassa,0.9892,Positive,Where 5+ star hotel experience exists haile resort hawassa great choice anyone value cleanliness friendliness professional service resort well maintained spotless room facility staff courteous attentive efficient making sure every guest feel welcome satisfied service excellent check check everything resort also lot amenity pool spa gym restaurant location ideal close lake city center fantastic time haile resort hawassa definitely stay gem place ethiopia,4,Food Quality and Dining Experience
4,A fantastic resort with everything you need and more!,property comfortable clean landscaping impeccable staff hospitable food outstanding,Hawassa,0.875,Positive,A fantastic resort with everything you need and more! property comfortable clean landscaping impeccable staff hospitable food outstanding,3,Scenic Views and Surroundings
4,Superb,great location view food facility quality haile hotel not disappointed far temperature shower not regulated well either boiling ice cold water come,Hawassa,0.7041,Positive,Superb great location view food facility quality haile hotel not disappointed far temperature shower not regulated well either boiling ice cold water come,3,Scenic Views and Surroundings
3,very enjoyable,nice location ground well taken care staff helpful friendly lot child,Hawassa,0.9201,Positive,very enjoyable nice location ground well taken care staff helpful friendly lot child,0,Room Quality and Comfort
4,Relaxing working weekend,space view atmosphere great comfort spacious balcony complement great room large comfortable sofachairs good working space lightning effectively organised gym wel equipped trainer available breakfast lacked healthy vegetarian option dinner menu card,Hawassa,0.9702,Positive,Relaxing working weekend space view atmosphere great comfort spacious balcony complement great room large comfortable sofachairs good working space lightning effectively organised gym wel equipped trainer available breakfast lacked healthy vegetarian option dinner menu card,4,Food Quality and Dining Experience
4,Very good,massage location friendly helpful staff jacuzzi hot tub not working lot wine unavailable,Hawassa,0.7184,Positive,Very good massage location friendly helpful staff jacuzzi hot tub not working lot wine unavailable,5,Service Efficiency and Professionalism
4,Very nice always a pleasure to stay at the Haille,everything smoking area far away,Hawassa,0,Positive,Very nice always a pleasure to stay at the Haille everything smoking area far away,0,Room Quality and Comfort
4,Superb,water little,Hawassa,0,Positive,Superb water little,0,Room Quality and Comfort
4,perfect get away for a weekend,staff exceptionally friendly helpful view wonderful really enjoyed stay,Hawassa,0.9308,Positive,perfect get away for a weekend staff exceptionally friendly helpful view wonderful really enjoyed stay,5,Service Efficiency and Professionalism
4,A great stay for some relaxing days,great stay night resort loved stay bit longer room great view lake area hotel beautiful see lot different bird also hippo mum small baby staff really friendly helpful restaurant offer good meal good spa also loved area outside big tree snack drink wifi room quite weak,Hawassa,0.9835,Positive,A great stay for some relaxing days great stay night resort loved stay bit longer room great view lake area hotel beautiful see lot different bird also hippo mum small baby staff really friendly helpful restaurant offer good meal good spa also loved area outside big tree snack drink wifi room quite weak,5,Service Efficiency and Professionalism
4,Overall a wonderful stay,lot option wished plain scrambled egg bacon,Hawassa,0,Positive,Overall a wonderful stay lot option wished plain scrambled egg bacon,0,Room Quality and Comfort
4,"Great stay, very accommodating staff.",great place fantastic staff really made feel welcome front office team went way help film crew meal time request meal great always large selection traditional international cuisine available,Hawassa,0.9569,Positive,"Great stay, very accommodating staff. great place fantastic staff really made feel welcome front office team went way help film crew meal time request meal great always large selection traditional international cuisine available",4,Food Quality and Dining Experience
4,It was wow.,staff cooperativeness view,Hawassa,0,Positive,It was wow. staff cooperativeness view,4,Food Quality and Dining Experience
4,Was sweet and pretty,location good,Hawassa,0.4404,Positive,Was sweet and pretty location good,5,Service Efficiency and Professionalism
4,Overall very nice,great bkfst great staff little noisy night,Hawassa,0.8313,Positive,Overall very nice great bkfst great staff little noisy night,0,Room Quality and Comfort
4,Very good,staff committment professional approach morning coffee breakfast old towel,Hawassa,0,Positive,Very good staff committment professional approach morning coffee breakfast old towel,4,Food Quality and Dining Experience
4,highly recommended place,welcoming place quite chill stuff respectful amazing place beautiful view lake must try,Hawassa,0.9308,Positive,highly recommended place welcoming place quite chill stuff respectful amazing place beautiful view lake must try,3,Scenic Views and Surroundings
4,Very good,staff kindness cleaning service restaurant wifi poor continuously disconnecting,Hawassa,-0.0258,Positive,Very good staff kindness cleaning service restaurant wifi poor continuously disconnecting,5,Service Efficiency and Professionalism
3,Perfect,location perfect room expected breakfast great lot variety staff polite welcoming,Hawassa,0.8934,Positive,Perfect location perfect room expected breakfast great lot variety staff polite welcoming,4,Food Quality and Dining Experience
4,Excellent stay. Very helpful and cheerful staff. Margret was exceptionally good,cheerful staff location hotel pool not heated heated pool add value propert,Hawassa,0.7096,Positive,Excellent stay. Very helpful and cheerful staff. Margret was exceptionally good cheerful staff location hotel pool not heated heated pool add value propert,0,Room Quality and Comfort
3,Good,liked amazing nature view hotel welcoming staff room size airport free shuttle plus breakfast not good international option bakery not fresh not get room pm due huge group mosquito place,Hawassa,0.8941,Positive,Good liked amazing nature view hotel welcoming staff room size airport free shuttle plus breakfast not good international option bakery not fresh not get room pm due huge group mosquito place,1,Staff Helpfulness and Service
4,Very good,breakfast staff member location entertaining facility not enough door key one room key family member five two room two door interconected,Hawassa,0.4404,Positive,Very good breakfast staff member location entertaining facility not enough door key one room key family member five two room two door interconected,4,Food Quality and Dining Experience
4,thanks,good,Hawassa,0.4404,Positive,thanks good,0,Room Quality and Comfort
5,Perfect,breakfast delicious great variety food rich one select omelet boiled egg hot dish cold dish etc selection fruit rich freshly squeezed juice also loved black coffee hotel staff courteous go beyond accommodate help,Hawassa,0.9774,Positive,Perfect breakfast delicious great variety food rich one select omelet boiled egg hot dish cold dish etc selection fruit rich freshly squeezed juice also loved black coffee hotel staff courteous go beyond accommodate help,3,Scenic Views and Surroundings
5,Exceptional,number ethiopia heart respect,Hawassa,0.5267,Positive,Exceptional number ethiopia heart respect,1,Staff Helpfulness and Service
5,Exceptional,amazing location spacious comfortable room nice environment,Hawassa,0.872,Positive,Exceptional amazing location spacious comfortable room nice environment,1,Staff Helpfulness and Service
5,Unforgettable and Memorable,excellent fantastic,Hawassa,0.8074,Positive,Unforgettable and Memorable excellent fantastic,0,Room Quality and Comfort
5,Exceptional,really happy staying haile resort stuff great coustemr service wish staying longer really happy every great clean,Hawassa,0.9705,Positive,Exceptional really happy staying haile resort stuff great coustemr service wish staying longer really happy every great clean,3,Scenic Views and Surroundings
